username,tanggal_pembelian,id_wahana,jumlah_tiket,-1
neymar,19/09/2020,AAB123,2
bayu,19/09/2020,AJH198,10
radhit,19/09/2020,KAI191,2
gisel,19/09/2020,KAI191,13
aurel,19/09/2020,KAI191,12
neymar,19/09/2020,KAI191,3
gisel,10/10/2020,UHJ191,2
surya,19/09/2020,UHK190,3
gisel,10/10/2020,UHK191,2
irfan,19/09/2020,YUK190,3
aldi,10/10/2020,YUK190,4
andi,18/09/2020,YUK190,3
irfan,19/09/2020,YUK190,3
surya,19/09/2020,PAR167,2
-1















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































